name,date,annee,mois,developer,genres,price,owners,owners_min,nb_avis,ratio_pos,petit_studio,fetes,succes_com,succes_critique,periode_etude,appid,free
Who Am I: The Tale of Dorothy,2018-04-16,2018,4,Onaemo Studio,Adventure;Indie;Simulation,2.38,0-20000,0,269,0.941,True,False,False,True,False,821790,False
Old Factory,2018-03-26,2018,3,Falco Software,Violent;Action;Casual;Indie,1.13,0-20000,0,16,0.125,True,False,False,False,False,821850,False
Secret Laboratory,2018-03-27,2018,3,Falco Software,Violent;Action;Casual;Indie,1.13,0-20000,0,7,0.0,True,False,False,False,False,821860,False
Steven Universe: Save the Light,2018-08-13,2018,8,Grumpyface Studios;Finite Reflection Studios,Action;Adventure;Indie;RPG,22.22,0-20000,0,286,0.864,True,False,False,True,False,821890,False
Tower Defense Sudden Attack,2018-03-26,2018,3,Falco Software,Casual;Indie;Strategy,1.13,0-20000,0,14,0.071,True,False,False,False,False,821910,False
SAS VS Zombies,2018-03-23,2018,3,"Nikita ""Ghost_RUS""",Violent;Gore;Action;Adventure;Indie,0.9,0-20000,0,10,0.2,True,False,False,False,False,822070,False
Magika Land of Fantasy,2018-04-05,2018,4,Vimes Entertainment,Adventure;Free to Play;Indie;Early Access,0.0,0-20000,0,95,0.8,True,False,False,True,False,822110,True
Flynn and Freckles,2018-09-07,2018,9,Rookie Hero Games,Adventure;Casual;Indie,12.98,0-20000,0,7,0.429,True,False,False,False,False,822130,False
Glaive: Brick Breaker,2018-04-26,2018,4,Blue Sunset Games,Action;Casual;Indie,5.46,0-20000,0,7,0.857,True,False,False,False,False,822140,False
WAY HOME,2018-04-06,2018,4,SEKTOR GAMES,Action;Adventure;Indie;Simulation;Strategy,1.93,0-20000,0,24,0.708,True,False,False,False,False,822150,False
Little Bug,2018-09-25,2018,9,Buddy System,Adventure;Indie,8.2,0-20000,0,41,1.0,True,False,False,False,False,822190,False
GL1TCH,2018-03-28,2018,3,"whatthehal Games, LLC",Action;Indie;Strategy,0.9,0-20000,0,2,0.5,True,False,False,False,False,822250,False
You Are The Apple Of My Eye 研磨时光,2018-05-04,2018,5,时光咖啡机,Indie,1.93,0-20000,0,32,0.781,True,False,False,False,False,822440,False
EXE: Mainframe,2018-11-19,2018,11,Panic Bot Games,Action;Indie,5.46,0-20000,0,5,1.0,True,True,False,False,False,822450,False
属性与生活,2018-09-25,2018,9,Smm,Casual;Indie;Simulation;Strategy,0.9,0-20000,0,16,0.812,True,False,False,False,False,822470,False
Pukan Bye Bye,2018-03-27,2018,3,Artalasky,Action;Adventure;Casual;Indie,1.93,0-20000,0,67,0.821,True,False,False,True,False,822530,False
2DGameManias Taken,2018-05-04,2018,5,2DGameMania,Action;Adventure;Casual;Indie,1.93,0-20000,0,7,0.571,True,False,False,False,False,822550,False
Bitcoin Minia,2018-03-23,2018,3,hallunazigames,Action;Adventure;Casual;Indie,0.9,0-20000,0,40,0.425,True,False,False,False,False,822600,False
Squids Odyssey,2018-09-05,2018,9,The Game Bakers,Adventure;Indie;RPG,12.98,0-20000,0,5,0.8,True,False,False,False,False,822640,False
Typical Nightmare,2018-08-21,2018,8,ELECTROSTALIN ENTERTAINMENT,Action;Adventure;Indie;Simulation,8.2,0-20000,0,77,0.416,True,False,False,False,False,822650,False
Eternal Man: Jump,2018-04-26,2018,4,eProdigy,Action;Adventure;Casual;Indie,0.9,0-20000,0,6,0.667,True,False,False,False,False,822680,False
Beer and Skittls VR,2018-03-29,2018,3,Black Poodle Entertainment,Casual;Indie;Simulation;Sports;Strategy,1.93,0-20000,0,9,0.889,True,False,False,False,False,822700,False
The Amazing Bernard,2018-04-11,2018,4,Kumkwat Entertainment,Action;Adventure;Indie,4.55,0-20000,0,13,0.615,True,False,False,False,False,822720,False
FlappyU VR,2018-04-18,2018,4,FlappyU,Casual;Indie;Simulation,1.93,0-20000,0,1,1.0,True,False,False,False,False,822740,False
Try to seize me,2018-04-17,2018,4,Ardoetia Productions,Action;Casual;Indie,1.93,0-20000,0,5,0.8,True,False,False,False,False,822750,False
The Secrets of The Forest,2018-04-07,2018,4,Tudo Rip Games,Action;Adventure;Indie;Early Access,4.55,0-20000,0,15,0.733,True,False,False,False,False,822770,False
Velvet Guard,2018-03-30,2018,3,Pengu2,Action;Casual;Indie,4.55,0-20000,0,5,1.0,True,False,False,False,False,822810,False
Ouroboros,2018-05-25,2018,5,Sierra Lee,Sexual Content;Nudity;Action;Adventure;Indie;RPG,4.55,0-20000,0,48,0.979,True,False,False,False,False,822830,False
Diary of Defender,2018-07-11,2018,7,5th VR,Violent;Gore;Action;Adventure;Indie;Simulation;Early Access,12.98,0-20000,0,11,0.545,True,False,False,False,False,822870,False
Mortal Squad: Portal to Hell,2018-04-17,2018,4,Crematorium of Time,Indie;Strategy,3.29,0-20000,0,3,0.667,True,False,False,False,False,822910,False
Ellen,2019-02-15,2019,2,Red Mount Media Intl;Antarsoft,Indie,8.2,0-20000,0,15,0.867,True,False,False,False,False,822920,False
Wolf Tails,2018-05-04,2018,5,Razzart Visual,Sexual Content;Nudity;Casual;Indie,8.2,0-20000,0,355,0.952,True,False,False,True,False,822930,False
Tori,2018-04-19,2018,4,"Team Tori, LLC",Adventure;Casual;Indie,0.0,0-20000,0,16,0.938,True,False,False,False,False,822940,True
BLOCK CAT SPACE GOLF,2018-06-15,2018,6,Tinycat Games,Casual;Indie,1.93,0-20000,0,1,1.0,True,False,False,False,False,822970,False
Spinnortality | cyberpunk management sim,2019-02-01,2019,2,James Patton,Indie;Simulation;Strategy,11.39,0-20000,0,132,0.795,True,False,False,False,False,822990,False
Griefer,2018-04-20,2018,4,Cuberz,Casual;Indie,0.9,0-20000,0,25,0.64,True,False,False,False,False,823040,False
Peace Duke,2018-03-26,2018,3,SharkGame,Action;Adventure;Indie,2.38,0-20000,0,38,0.579,True,False,False,False,False,823100,False
Totally Accurate Battlegrounds,2018-06-05,2018,6,Landfall,Action;Indie,4.55,1000000-2000000,1000000,25851,0.811,True,False,True,True,False,823130,False
Knife Hit Dash,2018-04-07,2018,4,D1ONE,Indie,3.29,0-20000,0,56,0.393,True,False,False,False,False,823160,False
STE : Save The Earth,2018-04-02,2018,4,KZ42,Adventure;Casual;Indie;Simulation;Strategy,2.38,0-20000,0,15,0.533,True,False,False,False,False,823280,False
Pokka Man,2018-04-02,2018,4,Tumico Studio,Action;Casual;Indie;Strategy,1.93,0-20000,0,6,0.667,True,False,False,False,False,823290,False
Alchemy Classic,2018-10-27,2018,10,Niasoft,Casual;Indie,4.55,0-20000,0,8,0.625,True,False,False,False,False,823310,False
Marginal act,2018-03-27,2018,3,Marginal act,Adventure;Indie,1.93,0-20000,0,4,0.5,True,False,False,False,False,823330,False
Round Mars,2018-03-27,2018,3,Laush Dmitriy Sergeevich,Casual;Indie;Racing,0.9,0-20000,0,7,0.714,True,False,False,False,False,823340,False
Sloppy Goat,2018-03-29,2018,3,SharkGame,Casual;Indie,3.29,0-20000,0,41,0.829,True,False,False,False,False,823360,False
Lucky VS Aliens,2018-04-06,2018,4,Creative Black Chair,Action;Adventure;Casual;Indie,0.9,0-20000,0,14,0.714,True,False,False,False,False,823370,False
Erinye Demo,2018-04-07,2018,4,Karosu-Maker,Nudity;Violent;Adventure;Indie;RPG,0.0,0-20000,0,55,0.945,True,False,False,True,False,823420,True
Glitchball,2018-04-24,2018,4,Reboot Arcade,Casual;Free to Play;Indie;Sports,0.0,20000-50000,20000,23,0.522,True,False,False,False,False,823470,True
Precision Sniping: Competitive,2018-03-27,2018,3,Salsawi,Indie;Simulation;Sports,1.93,0-20000,0,2,0.5,True,False,False,False,False,823510,False
Aesthetic Arena,2018-04-20,2018,4,Caden Goodwin,Action;Casual;Indie,0.9,0-20000,0,29,0.862,True,False,False,False,False,823530,False
Booty Calls,2018-09-18,2018,9,3X Entertainment Limited,Casual;Free to Play;Indie;RPG;Simulation;Strategy,0.0,100000-200000,100000,549,0.464,True,False,True,False,False,823550,True
Isoland 2 - Ashes of Time,2018-05-01,2018,5,Cotton Game,Adventure;Indie,2.38,0-20000,0,165,0.988,True,False,False,True,False,823580,False
Dungeon Of Dragon Knight,2019-01-22,2019,1,HexGameStudio,Adventure;Indie;RPG;Strategy;Early Access,14.12,0-20000,0,58,0.81,True,False,False,True,False,823610,False
HYKEE - Episode 1: Underwater,2018-04-13,2018,4,Nacho,Adventure;Indie,0.9,0-20000,0,1,0.0,True,False,False,False,False,823670,False
VR TOON Help Me (살려주세요),2018-08-27,2018,8,Dexter Studios,Casual;Indie,5.46,0-20000,0,4,1.0,True,False,False,False,False,823690,False
Who's in the Box?,2018-04-13,2018,4,Wonderbox Games,Casual;Indie,3.29,0-20000,0,27,0.444,True,False,False,False,False,823710,False
Oscillatron: Alien Frequency,2018-04-16,2018,4,Music Breath,Action;Indie,3.29,0-20000,0,9,0.444,True,False,False,False,False,823730,False
Freedom March: Rebel Leader,2018-04-28,2018,4,Gamenesis,Casual;Indie,3.29,20000-50000,20000,6,0.333,True,False,False,False,False,823740,False
Labyrinths of Atlantis,2018-03-27,2018,3,ARGames,Adventure;Casual;Indie,0.9,0-20000,0,31,0.194,True,False,False,False,False,823770,False
Kitty Play,2018-08-30,2018,8,Cats Who Play,Adventure;Indie,2.38,0-20000,0,8,0.625,True,False,False,False,False,823800,False
Frightened Beetles,2018-05-11,2018,5,Anatoliy Loginovskikh,Adventure;Casual;Free to Play;Indie,0.0,20000-50000,20000,197,0.914,True,False,False,True,False,823830,True
Macrotis: A Mother's Journey,2019-02-08,2019,2,Proud Dinosaurs,Adventure;Indie,8.2,0-20000,0,83,0.952,True,False,False,True,False,823840,False
Kawaii Rainbow Portal,2018-03-27,2018,3,CSM,Casual;Indie,0.9,0-20000,0,17,0.706,True,False,False,False,False,823920,False
Objects in Space,2019-03-01,2019,3,Flat Earth Games,Action;Adventure;Indie;RPG;Simulation;Strategy,22.22,0-20000,0,265,0.74,True,False,False,False,False,824070,False
Relic Raiders,2018-10-26,2018,10,Crystallized Games,Action;Adventure;Free to Play;Indie;Early Access,0.0,0-20000,0,84,0.667,True,False,False,False,False,824170,True
Achievement Clicker 2019,2018-04-13,2018,4,OfficialAndy,Adventure;Casual;Indie;Simulation;Strategy,0.9,0-20000,0,121,0.653,True,False,False,False,False,824190,False
The Bell Chimes for Gold,2018-04-06,2018,4,OTUSUN Club,Sexual Content;Adventure;Casual;Indie,8.2,0-20000,0,7,1.0,True,False,False,False,False,824200,False
BitBreaker,2018-05-15,2018,5,God As A Cucumber,Action;Casual;Indie,0.9,0-20000,0,2,1.0,True,False,False,False,False,824250,False
KovaaK's FPS Aim Trainer,2018-04-03,2018,4,KvK Games,Action;Indie;Simulation,8.2,20000-50000,20000,610,0.943,True,False,False,True,False,824270,False
Fallingcers,2018-03-30,2018,3,Cersgame Studios,Casual;Indie;Racing;Sports,4.55,0-20000,0,11,0.455,True,False,False,False,False,824290,False
Blockchain Tycoon,2018-08-08,2018,8,Wamill,Indie;Simulation;Strategy;Early Access,8.2,0-20000,0,26,0.538,True,False,False,False,False,824450,False
HELLFRONT: HONEYMOON,2018-12-19,2018,12,SkyGoblin,Action;Indie;Strategy,9.68,0-20000,0,15,0.8,True,True,False,False,False,824460,False
Nobody Knows,2018-04-03,2018,4,wildprophecy,Nudity;Adventure;Casual;Indie;RPG,1.93,0-20000,0,3,0.667,True,False,False,False,False,824520,False
The Last Tower,2018-03-28,2018,3,Salsawi,Action;Indie;Strategy,0.9,0-20000,0,41,0.537,True,False,False,False,False,824580,False
Jolly Battle,2018-07-27,2018,7,JollyCo,Casual;Indie;Strategy,0.9,0-20000,0,23,0.87,True,False,False,False,False,824620,False
Pure Rock Crawling,2018-04-11,2018,4,Maciej Kuzianik,Casual;Indie;Racing;Simulation;Sports;Early Access,12.98,0-20000,0,249,0.867,True,False,False,True,False,824720,False
Fighting Fantasy Legends Portal,2018-07-11,2018,7,Nomad Games,Adventure;Indie;RPG,5.92,0-20000,0,49,0.633,True,False,False,False,False,824760,False
Charlotte,2018-04-09,2018,4,Extinct Angel,Sexual Content;Adventure;Free to Play;Indie;Simulation,0.0,0-20000,0,30,0.467,True,False,False,False,False,824880,True
Temptation,2018-03-29,2018,3,DIEDEMOR STUDIO GAMES,Action;Adventure;Casual;Indie;Simulation,3.29,0-20000,0,27,0.407,True,False,False,False,False,825000,False
Dragonward,2018-04-07,2018,4,Biterkid,Casual;Indie;RPG,1.93,0-20000,0,4,0.75,True,False,False,False,False,825080,False
Space Drift Squad,2018-08-01,2018,8,Penguin Tower Studios,Action;Indie,0.9,0-20000,0,4,0.75,True,False,False,False,False,825110,False
Porcuball,2018-04-18,2018,4,Half Baked Data,Adventure;Casual;Indie,0.0,0-20000,0,16,0.688,True,False,False,False,False,825170,True
Elude,2018-04-06,2018,4,Rock Interactive,Action;Casual;Indie,0.9,0-20000,0,11,0.909,True,False,False,False,False,825240,False
Dude Simulator 2,2018-07-27,2018,7,Kiddy,Action;Adventure;Indie;Racing;Simulation,4.55,20000-50000,20000,410,0.476,True,False,False,False,False,825310,False
CyberRebeat -The Fifth Domain of Warfare-,2018-08-24,2018,8,E.N.Nach,Casual;Indie,8.2,0-20000,0,10,0.8,True,False,False,False,False,825320,False
Downhill Deceits,2018-04-02,2018,4,Jack,Action;Adventure;Casual;Indie;Strategy,0.9,0-20000,0,4,0.75,True,False,False,False,False,825350,False
A Bloody Party,2019-01-24,2019,1,Michaela Laws,Adventure;Casual;Indie;RPG;Simulation,4.55,0-20000,0,5,0.6,True,False,False,False,False,825370,False
Lazy Devil's game life /废宅魔王的幸福生活,2018-03-30,2018,3,Philosophy,Sexual Content;Nudity;Casual;Indie;RPG,0.9,0-20000,0,50,0.56,True,False,False,False,False,825410,False
ELDR  LEGACY,2018-06-29,2018,6,WJLEGAME,Action;Adventure;Indie;RPG,2.38,0-20000,0,4,0.75,True,False,False,False,False,825480,False
Crazy Science: Long Run,2018-04-17,2018,4,Art Of Adventures,Action;Casual;Indie,3.29,0-20000,0,7,0.429,True,False,False,False,False,825490,False
Dead Ground:Arena,2018-09-03,2018,9,VRillAR,Violent;Gore;Action;Indie,12.98,0-20000,0,19,0.684,True,False,False,False,False,825500,False
Grotoro,2018-06-12,2018,6,Concrete Games,Action;Casual;Free to Play;Indie,0.0,0-20000,0,14,0.643,True,False,False,False,False,825580,True
Fajoce,2018-04-12,2018,4,WhiteNutGames,Action;Adventure;Indie;Strategy,3.64,0-20000,0,9,0.556,True,False,False,False,False,825600,False
Viking's drakkars,2018-03-30,2018,3,azimut team,Adventure;Casual;Indie;Racing,0.9,20000-50000,20000,58,0.345,True,False,False,False,False,825610,False
M.I.N.D.,2018-05-23,2018,5,Kasper Kataja (kasbr);Johannes Lähteenmäki (dlooph),Adventure;Casual;Indie,0.9,0-20000,0,3,0.667,True,False,False,False,False,825620,False
Royal Battleships,2018-04-06,2018,4,Educational Games,Casual;Indie,2.43,0-20000,0,31,0.742,True,False,False,False,False,825930,False
The Mystery of Devils House,2018-05-11,2018,5,Anamik Majumdar,Action;Indie,0.9,0-20000,0,13,0.692,True,False,False,False,False,825970,False
Masked Forces 3,2018-07-19,2018,7,FreezeNova,Action;Indie,4.55,0-20000,0,33,0.515,True,False,False,False,False,826000,False
JQ: chemistry,2018-04-09,2018,4,Snkl Studio,Casual;Indie,0.9,0-20000,0,50,0.74,True,False,False,False,False,826010,False
Zombie Teacher,2018-05-15,2018,5,Edgy Games,Indie,1.93,0-20000,0,1,1.0,True,False,False,False,False,826020,False
BrainPower,2018-04-02,2018,4,Casual.US,Casual;Indie;Early Access,4.55,0-20000,0,13,0.385,True,False,False,False,False,826030,False
Sacred Stones,2018-07-23,2018,7,"NoxBiX Co,. Ltd.",Action;Indie,8.2,0-20000,0,21,0.952,True,False,False,False,False,826040,False
Find someone else,2018-04-06,2018,4,Red Skald,Adventure;Free to Play;Indie;Simulation,0.0,0-20000,0,84,0.929,True,False,False,True,False,826100,True
Pilferer,2018-03-30,2018,3,Vdevelopers,Adventure;Casual;Indie;Simulation,0.9,0-20000,0,61,0.738,True,False,False,False,False,826130,False
ButcherBoy,2018-07-11,2018,7,Casual.US,Casual;Indie,0.9,0-20000,0,34,0.529,True,False,False,False,False,826160,False
Laser Ball,2018-03-30,2018,3,ZaxtorGameS,Action;Indie,1.93,0-20000,0,8,0.75,True,False,False,False,False,826170,False
EONIA,2018-05-24,2018,5,GEOMETRIC BYTES,Action;Adventure;Indie;RPG;Early Access,12.98,0-20000,0,21,0.952,True,False,False,False,False,826180,False
CONCLUSE,2018-06-29,2018,6,Studio Snowspot;T Allen Studios,Action;Adventure;Casual;Indie;Simulation,0.0,20000-50000,20000,205,0.741,True,False,False,False,False,826230,True
Paws 'n Claws VR,2018-05-21,2018,5,Go-Ah! Games,Action;Indie;Strategy,8.2,0-20000,0,6,0.667,True,False,False,False,False,826450,False
The Road to Hades,2018-04-12,2018,4,AUTOSAVE,Violent;Gore;Adventure;Indie,4.55,0-20000,0,40,0.525,True,False,False,False,False,826460,False
Golf Cart Drive,2018-04-02,2018,4,Robert Cardona,Action;Adventure;Casual;Indie;Racing;Simulation;Sports,3.29,0-20000,0,1,1.0,True,False,False,False,False,826550,False
I am not a Monster,2018-09-27,2018,9,Cheerdealers,Indie;Massively Multiplayer;RPG;Strategy,11.73,20000-50000,20000,633,0.823,True,False,False,True,False,826600,False
Rosette and Words,2018-04-16,2018,4,SmallBigSquare,Casual;Indie,2.38,0-20000,0,7,0.857,True,False,False,False,False,826660,False
The Capture Worlds,2018-04-19,2018,4,WorldsDev,Action;Adventure;Indie;RPG;Early Access,8.2,0-20000,0,8,1.0,True,False,False,False,False,826930,False
FlickSync - Mad Hatter VR,2018-03-30,2018,3,Flicksync,Casual;Free to Play;Indie;Simulation,0.0,0-20000,0,9,0.333,True,False,False,False,False,827170,True
Overclocked: The Aclockalypse,2018-04-26,2018,4,Timewind LLC,Action;Free to Play;Indie,0.0,0-20000,0,38,0.737,True,False,False,False,False,827220,True
Bounty Hunter: Space Detective,2018-03-31,2018,3,Salsawi,Action;Indie;Strategy,1.93,20000-50000,20000,9,0.556,True,False,False,False,False,827270,False
Secret Little Haven,2018-04-16,2018,4,Hummingwarp Interactive,Adventure;Indie,4.55,0-20000,0,71,0.958,True,False,False,True,False,827290,False
Luminous Combat,2018-07-27,2018,7,"Apefoot Studios, LLC",Action;Indie,1.93,0-20000,0,5,0.6,True,False,False,False,False,827410,False
Coin Pusher,2019-02-13,2019,2,RewindApp,Casual;Indie;Simulation;Strategy,0.9,0-20000,0,43,0.698,True,False,False,False,False,827420,False
InkSplosion,2018-05-09,2018,5,Petite Games,Action;Indie,4.55,0-20000,0,1,0.0,True,False,False,False,False,827450,False
TETRA's Escape,2018-08-10,2018,8,ABX Games Studio,Adventure;Casual;Indie,4.55,0-20000,0,3,1.0,True,False,False,False,False,827460,False
Current,2019-03-15,2019,3,LuteGames,Casual;Indie,1.93,0-20000,0,2,1.0,True,False,False,False,False,827530,False
A Penny For Some Motivation,2018-04-10,2018,4,LJumpStarTD,Adventure;Casual;Indie,0.9,0-20000,0,2,0.5,True,False,False,False,False,827540,False
Arena of the Gods,2018-03-22,2018,3,Downie Dave;Mixtape,Action;Indie;RPG;Early Access,5.46,0-20000,0,8,0.75,True,False,False,False,False,827560,False
Nova Wing II,2018-04-11,2018,4,Sub Orbital Software,Action;Casual;Indie,0.9,0-20000,0,4,1.0,True,False,False,False,False,827590,False
Fairyland: Chronicle,2018-04-16,2018,4,Naarassusi Game,Violent;Gore;Adventure;Indie;Simulation;Strategy,4.55,0-20000,0,12,0.417,True,False,False,False,False,827670,False
Pathosis,2018-04-10,2018,4,Acylis Studios UF,Action;Adventure;Indie;RPG;Early Access,5.46,0-20000,0,3,0.333,True,False,False,False,False,827770,False
Castle Agony,2018-04-06,2018,4,The Pompous Pixel,Adventure;Indie,5.69,0-20000,0,7,0.857,True,False,False,False,False,827830,False
Destined,2018-05-19,2018,5,Destined Team,Action;Free to Play;Indie,0.0,50000-100000,50000,291,0.619,True,False,True,False,False,827860,True
Jungle Jorney,2018-04-03,2018,4,Pavel Chernov,Action;Adventure;Indie,0.9,0-20000,0,30,0.333,True,False,False,False,False,827890,False
Bounty Hunter: Stampede,2018-04-03,2018,4,Salsawi,Action;Casual;Indie,1.93,0-20000,0,7,0.571,True,False,False,False,False,827900,False
Bounce,2018-04-02,2018,4,Mikhail Melnikov,Casual;Indie,0.9,0-20000,0,22,0.773,True,False,False,False,False,827920,False
Strive,2018-06-14,2018,6,Vincae Entertainment,Action;Adventure;Indie;RPG;Strategy;Early Access,0.0,0-20000,0,3,0.667,True,False,False,False,False,827930,True
Marvellous Inc.,2018-04-27,2018,4,Marvellous Soft,Indie,4.55,0-20000,0,13,0.769,True,False,False,False,False,827940,False
Inzo,2018-04-27,2018,4,Ethernia Productions,Sexual Content;Adventure;Indie;RPG,1.93,0-20000,0,2,1.0,True,False,False,False,False,827950,False
One Ping Only,2018-04-14,2018,4,Triconn Games,Action;Adventure;Casual;Free to Play;Indie,0.0,20000-50000,20000,185,0.908,True,False,False,True,False,828030,True
The Mirror Lied,2018-10-25,2018,10,Freebird Games,Adventure;Indie,0.0,20000-50000,20000,166,0.922,True,False,False,True,False,828050,True
Treasure Hunter Claire,2018-07-19,2018,7,Acerola,Adventure;Indie;RPG,17.66,20000-50000,20000,748,0.912,True,False,False,True,False,828070,False
Pong like,2018-04-16,2018,4,树册,Action;Indie,0.9,0-20000,0,7,0.0,True,False,False,False,False,828080,False
WIN THE GAME!,2018-04-06,2018,4,AFBIK Studio,Action;Casual;Indie,0.9,0-20000,0,125,0.592,True,False,False,False,False,828150,False
X-Town 3D game,2018-04-15,2018,4,Alek1277,Action;Indie,4.09,0-20000,0,16,0.188,True,False,False,False,False,828160,False
Pivross,2018-04-16,2018,4,Lussels,Casual;Free to Play;Indie,0.0,0-20000,0,42,0.667,True,False,False,False,False,828170,True
Dungeons of the dead,2018-04-12,2018,4,azimut team,Adventure;Casual;Indie;RPG,0.9,0-20000,0,47,0.489,True,False,False,False,False,828230,False
HOST,2018-07-01,2018,7,Garrett Fuselier,Adventure;Indie;Early Access,8.2,0-20000,0,18,1.0,True,False,False,False,False,828240,False
Tomb Towers,2019-04-04,2019,4,Mosaique Games,Action;Adventure;Indie,4.55,0-20000,0,15,0.8,True,False,False,False,False,828350,False
Death Mark Vol.1 - 死印之迷雾,2018-05-31,2018,5,朵游社,Indie,8.2,0-20000,0,33,0.758,True,False,False,False,False,828380,False
OniBushi VR,2018-04-13,2018,4,CentVire,Violent;Action;Indie;Early Access,8.2,0-20000,0,13,0.154,True,False,False,False,False,828410,False
Six Second Slam,2019-02-05,2019,2,Ned van der Drift,Action;Casual;Indie,0.9,0-20000,0,2,0.5,True,False,False,False,False,828420,False
The Other Side Of The Screen,2018-05-28,2018,5,VaNyuHa,Gore;Action;Indie,4.55,0-20000,0,22,0.864,True,False,False,False,False,828440,False
Corpse Mob,2018-06-04,2018,6,Organic Robot Games,Action;Indie,1.93,0-20000,0,5,0.6,True,False,False,False,False,828460,False
MinigolfPark VR,2019-03-29,2019,3,HappyFields,Casual;Indie;Sports;Early Access,4.55,0-20000,0,2,0.5,True,False,False,False,False,828480,False
Trivia Vault: Hockey Trivia,2018-04-03,2018,4,Ripknot Systems,Action;Casual;Indie;Simulation,11.39,0-20000,0,23,0.739,True,False,False,False,False,828550,False
NEKO-NIN exHeart 2,2018-04-27,2018,4,Whirlpool,Casual;Indie,8.2,0-20000,0,150,0.96,True,False,False,True,False,828580,False
Super Weekend Mode,2018-04-09,2018,4,Pixelteriyaki,Action;Indie,2.38,0-20000,0,16,0.938,True,False,False,False,False,828590,False
Dumb As Wizards,2018-04-20,2018,4,Random Dragon Games;Moped Games,Action;Casual;Indie;Early Access,8.2,0-20000,0,5,0.4,True,False,False,False,False,828730,False
Turbo Soccer VR,2018-06-14,2018,6,Dodo4Story Games,Action;Casual;Indie;Simulation;Sports,8.2,0-20000,0,3,1.0,True,False,False,False,False,828770,False
The Stroke of Midnight,2018-04-26,2018,4,Ace Of Spades Studios,Violent;Gore;Indie,22.22,0-20000,0,3,1.0,True,False,False,False,False,828860,False
My Golf,2018-04-26,2018,4,Casual.US,Casual;Indie;Early Access,0.9,0-20000,0,35,0.429,True,False,False,False,False,828890,False
The Stillness of the Wind,2019-02-07,2019,2,Memory of God / Lambic Studios,Adventure;Indie,11.39,0-20000,0,166,0.831,True,False,False,True,False,828900,False
aMAZE Frozen,2018-04-04,2018,4,Blender Games,Casual;Indie,0.9,0-20000,0,22,0.727,True,False,False,False,False,828910,False
Howlville: The Dark Past,2018-05-11,2018,5,N-Tri Studio,Adventure;Casual;Indie,8.2,0-20000,0,40,0.775,True,False,False,False,False,828950,False
Blonde Driver,2018-04-10,2018,4,Easy game,Action;Indie;Racing;Sports,0.9,20000-50000,20000,121,0.397,True,False,False,False,False,828960,False
Hit The Hive,2018-08-23,2018,8,VOID VR,Action;Casual;Indie;Simulation;Strategy,10.25,0-20000,0,4,0.25,True,False,False,False,False,828970,False
Light Borrower,2018-06-27,2018,6,Jon Pulsipher,Adventure;Indie,4.55,0-20000,0,5,0.8,True,False,False,False,False,829040,False
Burst Into,2018-04-04,2018,4,ARGames,Action;Indie;Massively Multiplayer;Early Access,2.38,0-20000,0,30,0.6,True,False,False,False,False,829080,False
AIdol,2018-04-23,2018,4,ebi-hime,Casual;Indie;Simulation,9.45,0-20000,0,15,0.8,True,False,False,False,False,829210,False
Craft and Dungeon,2018-04-03,2018,4,Victor Corradi,Adventure;Casual;Indie;RPG;Simulation;Strategy,0.9,0-20000,0,25,0.44,True,False,False,False,False,829250,False
Morning Never Comes,2018-04-06,2018,4,7 Box Games,Action;Indie,0.9,0-20000,0,23,0.913,True,False,False,False,False,829260,False
bomber-un,2018-04-05,2018,4,Hardcore Studio,Casual;Indie,2.38,0-20000,0,4,0.5,True,False,False,False,False,829300,False
Nicky - The Home Alone Golf Ball,2018-04-13,2018,4,Minimallab,Action;Adventure;Casual;Indie;Strategy,0.9,0-20000,0,21,0.857,True,False,False,False,False,829370,False
Kitten Life Simulator,2018-04-23,2018,4,Playloft,Simulation,3.29,0-20000,0,16,0.562,True,False,False,False,False,829390,False
Project Myriad,2018-07-18,2018,7,Jumpmen Gaming,Indie;Strategy,3.45,0-20000,0,4,0.75,True,False,False,False,False,829410,False
Fun Hospital,2018-06-21,2018,6,OrangesGame Technology Limited,Casual;Free to Play;Indie;Simulation;Strategy,0.0,50000-100000,50000,146,0.466,True,False,True,False,False,829420,True
Firebird - Steam version,2018-04-03,2018,4,JimJams Games,Action;Indie,1.93,0-20000,0,6,1.0,True,False,False,False,False,829490,False
Viki Spotter: Shopping,2018-04-06,2018,4,For Kids,Casual;Indie,1.93,0-20000,0,26,0.962,True,False,False,False,False,829540,False
Katie,2018-05-07,2018,5,Lonely Frontier Studio,Indie,2.38,0-20000,0,19,0.895,True,False,False,False,False,829560,False
CryoFall,2019-04-03,2019,4,AtomicTorch Studio,Action;Adventure;Indie;Massively Multiplayer;RPG;Simulation;Strategy;Early Access,18.23,0-20000,0,239,0.816,True,False,False,True,False,829590,False
Alice In VR,2018-11-14,2018,11,"Åsa Egnér,Carolina Ask, Alexander Cobleigh, Joar Löfberg;Kreativitetsbanken",Indie,2.38,0-20000,0,4,0.5,True,True,False,False,False,829610,False
No Time to Relax,2019-02-28,2019,2,Porcelain Fortress,Casual;Indie;Simulation;Strategy;Early Access,12.53,0-20000,0,46,0.957,True,False,False,False,False,829660,False
The Nature,2018-09-26,2018,9,Unphysical Machinery,Adventure;Indie;RPG,3.29,0-20000,0,9,0.778,True,False,False,False,False,829720,False
